order_id,order_date,customer_id,customer_age,customer_gender,region,product_category,product_name,quantity,price,discount,total_sales,payment_method,year,month,month_name,quarter,day_of_week,cost,profit,profit_margin,revenue
ORD102180,2023-02-12,CUST04519,31.0,Other,East,Food & Grocery,Organic Tea,2,420.0,0,840.0,UPI,2023,2,Feb,1,Sunday,462.0,378.0,45.0,840.0
ORD102181,2023-02-12,CUST02567,58.0,Female,North,Electronics,Headphones,1,4640.0,10,4176.0,Net Banking,2023,2,Feb,1,Sunday,2505.6,1670.4,40.0,4176.0
ORD102182,2023-02-12,CUST03447,58.0,Female,South,Electronics,Headphones,1,5100.0,10,4590.0,Credit Card,2023,2,Feb,1,Sunday,2754.0,1836.0,40.0,4590.0
ORD102183,2023-02-12,CUST04948,23.0,Male,West,Toys,LEGO Set,1,3160.0,0,3160.0,Debit Card,2023,2,Feb,1,Sunday,1643.2,1516.8,48.0,3160.0
ORD102184,2023-02-12,CUST07117,50.0,Male,Central,Electronics,Smartphone,1,44640.0,15,37944.0,UPI,2023,2,Feb,1,Sunday,22766.4,15177.6,40.0,37944.0
ORD102185,2023-02-12,CUST07508,33.0,Male,South,Electronics,Smartwatch,1,12450.0,15,10582.5,UPI,2023,2,Feb,1,Sunday,6349.5,4233.0,40.0,10582.5
ORD102186,2023-02-12,CUST07443,36.0,Female,East,Clothing,Sneakers,5,4220.0,10,18990.0,Debit Card,2023,2,Feb,1,Sunday,8545.5,10444.5,55.0,18990.0
ORD102187,2023-02-12,CUST02238,43.0,Male,Central,Home & Garden,Kitchen Set,1,7860.0,15,6681.0,UPI,2023,2,Feb,1,Sunday,3340.5,3340.5,50.0,6681.0
ORD102188,2023-02-12,CUST07489,47.0,Male,East,Beauty,Sunscreen,1,460.0,0,460.0,Debit Card,2023,2,Feb,1,Sunday,184.0,276.0,60.0,460.0
ORD102189,2023-02-12,CUST03169,26.0,Female,West,Books,Fiction Novel,1,340.0,20,272.0,Debit Card,2023,2,Feb,1,Sunday,95.2,176.8,65.0,272.0
ORD102190,2023-02-12,CUST04908,61.0,Male,East,Clothing,Jacket,1,3260.0,10,2934.0,Debit Card,2023,2,Feb,1,Sunday,1320.3,1613.7,55.0,2934.0
ORD102191,2023-02-12,CUST03374,38.0,Female,East,Sports,Dumbbell Set,1,6260.0,5,5947.0,Credit Card,2023,2,Feb,1,Sunday,2854.56,3092.44,52.0,5947.0
ORD102192,2023-02-12,CUST01673,18.0,Female,West,Food & Grocery,Nuts & Dry Fruits,1,590.0,0,590.0,Credit Card,2023,2,Feb,1,Sunday,324.5,265.5,45.0,590.0
ORD102193,2023-02-12,CUST03289,31.0,Female,South,Toys,Puzzle,1,520.0,10,468.0,UPI,2023,2,Feb,1,Sunday,243.36,224.64,48.0,468.0
ORD102194,2023-02-12,CUST01969,60.0,Male,East,Clothing,Sneakers,1,4500.0,0,4500.0,Debit Card,2023,2,Feb,1,Sunday,2025.0,2475.0,55.0,4500.0
ORD102195,2023-02-12,CUST01631,27.0,Female,East,Food & Grocery,Olive Oil,1,500.0,0,500.0,Cash,2023,2,Feb,1,Sunday,275.0,225.0,45.0,500.0
ORD102196,2023-02-12,CUST02621,62.0,Female,West,Beauty,Perfume,1,2780.0,10,2502.0,Debit Card,2023,2,Feb,1,Sunday,1000.8,1501.2,60.0,2502.0
ORD102197,2023-02-12,CUST05372,36.0,Male,North,Electronics,Headphones,2,5670.0,10,10206.0,UPI,2023,2,Feb,1,Sunday,6123.6,4082.4,40.0,10206.0
ORD102198,2023-02-12,CUST03962,34.0,Female,West,Electronics,Smartwatch,1,12910.0,0,12910.0,UPI,2023,2,Feb,1,Sunday,7746.0,5164.0,40.0,12910.0
ORD102199,2023-02-12,CUST07707,22.0,Male,East,Electronics,Smartwatch,2,13730.0,0,27460.0,UPI,2023,2,Feb,1,Sunday,16476.0,10984.0,40.0,27460.0
ORD102200,2023-02-12,CUST05009,42.0,Female,Central,Beauty,Perfume,3,2290.0,0,6870.0,Debit Card,2023,2,Feb,1,Sunday,2748.0,4122.0,60.0,6870.0
ORD102201,2023-02-12,CUST06158,31.0,Male,South,Electronics,Smartwatch,1,12110.0,15,10293.5,Debit Card,2023,2,Feb,1,Sunday,6176.1,4117.4,40.0,10293.5
ORD102202,2023-02-12,CUST04884,34.0,Male,Central,Sports,Dumbbell Set,2,5820.0,10,10476.0,UPI,2023,2,Feb,1,Sunday,5028.48,5447.52,52.0,10476.0
ORD102203,2023-02-12,CUST02368,34.0,Female,North,Electronics,Headphones,1,5440.0,10,4896.0,Net Banking,2023,2,Feb,1,Sunday,2937.6,1958.4,40.0,4896.0
ORD102204,2023-02-12,CUST06004,45.0,Male,South,Food & Grocery,Energy Drink,1,150.0,10,135.0,Debit Card,2023,2,Feb,1,Sunday,74.25,60.75,45.0,135.0
ORD102205,2023-02-12,CUST05778,32.0,Female,North,Clothing,Sneakers,1,3510.0,0,3510.0,Credit Card,2023,2,Feb,1,Sunday,1579.5,1930.5,55.0,3510.0
ORD102206,2023-02-12,CUST04922,34.0,Female,South,Food & Grocery,Energy Drink,1,170.0,0,170.0,Debit Card,2023,2,Feb,1,Sunday,93.5,76.5,45.0,170.0
ORD102207,2023-02-12,CUST01373,24.0,Male,South,Food & Grocery,Nuts & Dry Fruits,1,520.0,15,442.0,UPI,2023,2,Feb,1,Sunday,243.1,198.9,45.0,442.0
ORD102208,2023-02-12,CUST02502,19.0,Female,East,Electronics,Headphones,1,5600.0,10,5040.0,Net Banking,2023,2,Feb,1,Sunday,3024.0,2016.0,40.0,5040.0
ORD102209,2023-02-12,CUST02217,52.0,Female,North,Home & Garden,Curtains,1,2970.0,5,2821.5,UPI,2023,2,Feb,1,Sunday,1410.75,1410.75,50.0,2821.5
ORD102210,2023-02-12,CUST02131,42.0,Female,North,Electronics,Smartwatch,2,11290.0,0,22580.0,Credit Card,2023,2,Feb,1,Sunday,13548.0,9032.0,40.0,22580.0
ORD102211,2023-02-12,CUST07060,35.0,Male,West,Food & Grocery,Energy Drink,1,160.0,5,152.0,Credit Card,2023,2,Feb,1,Sunday,83.6,68.4,45.0,152.0
ORD102212,2023-02-12,CUST02667,32.0,Female,West,Sports,Dumbbell Set,1,6600.0,0,6600.0,UPI,2023,2,Feb,1,Sunday,3168.0,3432.0,52.0,6600.0
ORD102213,2023-02-12,CUST01755,18.0,Female,East,Electronics,Tablet,2,31060.0,10,55908.0,UPI,2023,2,Feb,1,Sunday,33544.8,22363.2,40.0,55908.0
ORD102214,2023-02-12,CUST04182,32.0,Female,West,Electronics,Smartwatch,1,13040.0,15,11084.0,UPI,2023,2,Feb,1,Sunday,6650.4,4433.6,40.0,11084.0
ORD102215,2023-02-12,CUST02919,46.0,Female,West,Home & Garden,Plant Pot,1,860.0,10,774.0,Debit Card,2023,2,Feb,1,Sunday,387.0,387.0,50.0,774.0
ORD102216,2023-02-12,CUST06691,44.0,Female,North,Food & Grocery,Olive Oil,1,540.0,5,513.0,Credit Card,2023,2,Feb,1,Sunday,282.15,230.85,45.0,513.0
ORD102217,2023-02-12,CUST02329,40.0,Female,East,Beauty,Sunscreen,1,350.0,0,350.0,UPI,2023,2,Feb,1,Sunday,140.0,210.0,60.0,350.0
ORD102218,2023-02-12,CUST01342,18.0,Male,West,Toys,LEGO Set,1,3490.0,0,3490.0,UPI,2023,2,Feb,1,Sunday,1814.8,1675.2,48.0,3490.0
ORD102219,2023-02-12,CUST04374,26.0,Male,West,Clothing,Dress,5,2110.0,5,10022.5,Net Banking,2023,2,Feb,1,Sunday,4510.12,5512.38,55.0,10022.5
ORD102220,2023-02-12,CUST01016,39.0,Female,East,Electronics,Smartwatch,1,13420.0,10,12078.0,UPI,2023,2,Feb,1,Sunday,7246.8,4831.2,40.0,12078.0
ORD102221,2023-02-12,CUST04925,21.0,Male,East,Food & Grocery,Energy Drink,2,130.0,10,234.0,UPI,2023,2,Feb,1,Sunday,128.7,105.3,45.0,234.0
ORD102222,2023-02-12,CUST07818,43.0,Male,South,Electronics,Tablet,2,30140.0,5,57266.0,Net Banking,2023,2,Feb,1,Sunday,34359.6,22906.4,40.0,57266.0
ORD102223,2023-02-12,CUST07663,19.0,Unknown,South,Food & Grocery,Protein Bar,1,210.0,25,157.5,Credit Card,2023,2,Feb,1,Sunday,86.62,70.88,45.0,157.5
ORD102224,2023-02-12,CUST03615,21.0,Male,West,Clothing,Dress,1,2180.0,25,1635.0,Credit Card,2023,2,Feb,1,Sunday,735.75,899.25,55.0,1635.0
ORD102225,2023-02-13,CUST02723,19.0,Female,South,Electronics,Headphones,3,5190.0,20,12456.0,UPI,2023,2,Feb,1,Monday,7473.6,4982.4,40.0,12456.0
ORD102226,2023-02-13,CUST04254,29.0,Female,East,Beauty,Perfume,1,2750.0,5,2612.5,Debit Card,2023,2,Feb,1,Monday,1045.0,1567.5,60.0,2612.5
ORD102227,2023-02-13,CUST05358,18.0,Male,Central,Food & Grocery,Organic Tea,2,360.0,15,612.0,UPI,2023,2,Feb,1,Monday,336.6,275.4,45.0,612.0
ORD102228,2023-02-13,CUST06184,29.0,Male,North,Food & Grocery,Nuts & Dry Fruits,1,600.0,20,480.0,Net Banking,2023,2,Feb,1,Monday,264.0,216.0,45.0,480.0
ORD102229,2023-02-13,CUST05376,24.0,Male,West,Electronics,Smartphone,2,44020.0,15,74834.0,Cash,2023,2,Feb,1,Monday,44900.4,29933.6,40.0,74834.0
ORD102230,2023-02-13,CUST01498,26.0,Female,West,Electronics,Smartphone,1,49250.0,0,49250.0,Cash,2023,2,Feb,1,Monday,29550.0,19700.0,40.0,49250.0
ORD102231,2023-02-13,CUST06655,43.0,Male,East,Sports,Yoga Mat,2,1350.0,0,2700.0,Debit Card,2023,2,Feb,1,Monday,1296.0,1404.0,52.0,2700.0
ORD102232,2023-02-13,CUST07240,34.0,Male,North,Books,Fiction Novel,1,310.0,25,232.5,UPI,2023,2,Feb,1,Monday,81.38,151.12,65.0,232.5
ORD102233,2023-02-13,CUST06727,43.0,Female,South,Beauty,Lipstick,1,610.0,30,427.0,UPI,2023,2,Feb,1,Monday,170.8,256.2,60.0,427.0
ORD102234,2023-02-13,CUST02372,61.0,Female,South,Electronics,Headphones,1,4530.0,10,4077.0,Debit Card,2023,2,Feb,1,Monday,2446.2,1630.8,40.0,4077.0
ORD102235,2023-02-13,CUST07720,18.0,Male,West,Food & Grocery,Energy Drink,1,170.0,0,170.0,Debit Card,2023,2,Feb,1,Monday,93.5,76.5,45.0,170.0
ORD102236,2023-02-13,CUST04374,28.0,Female,East,Books,Cookbook,1,490.0,20,392.0,Debit Card,2023,2,Feb,1,Monday,137.2,254.8,65.0,392.0
ORD102237,2023-02-13,CUST07791,22.0,Female,South,Toys,Action Figure,1,750.0,25,562.5,UPI,2023,2,Feb,1,Monday,292.5,270.0,48.0,562.5
ORD102238,2023-02-13,CUST05268,26.0,Female,East,Sports,Running Shoes,2,4390.0,10,7902.0,UPI,2023,2,Feb,1,Monday,3792.96,4109.04,52.0,7902.0
ORD102239,2023-02-13,CUST03460,39.0,Male,South,Home & Garden,Kitchen Set,1,6930.0,0,6930.0,Cash,2023,2,Feb,1,Monday,3465.0,3465.0,50.0,6930.0
ORD102240,2023-02-13,CUST07174,56.0,Male,East,Food & Grocery,Protein Bar,1,180.0,5,171.0,Credit Card,2023,2,Feb,1,Monday,94.05,76.95,45.0,171.0
ORD102241,2023-02-13,CUST06944,42.0,Male,Central,Sports,Tennis Racket,1,3850.0,0,3850.0,UPI,2023,2,Feb,1,Monday,1848.0,2002.0,52.0,3850.0
ORD102242,2023-02-13,CUST03530,40.0,Female,North,Toys,LEGO Set,3,3030.0,10,8181.0,UPI,2023,2,Feb,1,Monday,4254.12,3926.88,48.0,8181.0
ORD102243,2023-02-13,CUST03182,47.0,Female,North,Food & Grocery,Energy Drink,1,130.0,5,123.5,Credit Card,2023,2,Feb,1,Monday,67.93,55.57,45.0,123.5
ORD102244,2023-02-13,CUST01158,52.0,Female,Central,Books,Self-Help Book,1,460.0,20,368.0,UPI,2023,2,Feb,1,Monday,128.8,239.2,65.0,368.0
ORD102245,2023-02-13,CUST01620,56.0,Male,South,Sports,Tennis Racket,1,3750.0,0,3750.0,UPI,2023,2,Feb,1,Monday,1800.0,1950.0,52.0,3750.0
ORD102246,2023-02-13,CUST01241,40.0,Male,West,Electronics,Tablet,2,31120.0,0,62240.0,Debit Card,2023,2,Feb,1,Monday,37344.0,24896.0,40.0,62240.0
ORD102247,2023-02-13,CUST04259,23.0,Female,South,Electronics,Smartphone,1,40110.0,15,34093.5,EMI,2023,2,Feb,1,Monday,20456.1,13637.4,40.0,34093.5
ORD102248,2023-02-13,CUST04255,30.0,Male,West,Clothing,T-Shirt,1,720.0,0,720.0,Debit Card,2023,2,Feb,1,Monday,324.0,396.0,55.0,720.0
ORD102249,2023-02-13,CUST06791,18.0,Unknown,East,Electronics,Smartwatch,5,13390.0,10,60255.0,Credit Card,2023,2,Feb,1,Monday,36153.0,24102.0,40.0,60255.0
ORD102250,2023-02-13,CUST03653,44.0,Male,South,Clothing,Jeans,1,1630.0,0,1630.0,UPI,2023,2,Feb,1,Monday,733.5,896.5,55.0,1630.0
ORD102251,2023-02-13,CUST06436,24.0,Female,West,Clothing,T-Shirt,2,740.0,10,1332.0,Debit Card,2023,2,Feb,1,Monday,599.4,732.6,55.0,1332.0
ORD102252,2023-02-13,CUST03236,26.0,Male,South,Clothing,Dress,1,1930.0,0,1930.0,Credit Card,2023,2,Feb,1,Monday,868.5,1061.5,55.0,1930.0
ORD102253,2023-02-13,CUST04659,39.0,Male,West,Home & Garden,Kitchen Set,1,8050.0,10,7245.0,Debit Card,2023,2,Feb,1,Monday,3622.5,3622.5,50.0,7245.0
ORD102254,2023-02-13,CUST05543,18.0,Female,South,Electronics,Camera,1,45750.0,0,45750.0,UPI,2023,2,Feb,1,Monday,27450.0,18300.0,40.0,45750.0
ORD102255,2023-02-13,CUST01265,47.0,Male,East,Electronics,Camera,2,45390.0,0,90780.0,Debit Card,2023,2,Feb,1,Monday,54468.0,36312.0,40.0,90780.0
ORD102256,2023-02-13,CUST02433,41.0,Other,East,Books,Fiction Novel,1,310.0,10,279.0,UPI,2023,2,Feb,1,Monday,97.65,181.35,65.0,279.0
ORD102257,2023-02-13,CUST02092,29.0,Male,West,Sports,Tennis Racket,1,3500.0,0,3500.0,Credit Card,2023,2,Feb,1,Monday,1680.0,1820.0,52.0,3500.0
ORD102258,2023-02-13,CUST05694,34.0,Female,East,Home & Garden,Kitchen Set,1,7860.0,25,5895.0,Credit Card,2023,2,Feb,1,Monday,2947.5,2947.5,50.0,5895.0
ORD102259,2023-02-13,CUST04400,26.0,Male,North,Books,Fiction Novel,1,310.0,15,263.5,UPI,2023,2,Feb,1,Monday,92.22,171.28,65.0,263.5
ORD102260,2023-02-13,CUST06216,66.0,Female,West,Toys,Board Game,1,1320.0,20,1056.0,Credit Card,2023,2,Feb,1,Monday,549.12,506.88,48.0,1056.0
ORD102261,2023-02-13,CUST03301,23.0,Male,Central,Home & Garden,Lamp,4,1990.0,0,7960.0,UPI,2023,2,Feb,1,Monday,3980.0,3980.0,50.0,7960.0
ORD102262,2023-02-13,CUST03852,38.0,Male,Central,Books,Fiction Novel,1,380.0,0,380.0,Credit Card,2023,2,Feb,1,Monday,133.0,247.0,65.0,380.0
ORD102263,2023-02-13,CUST01925,31.0,Female,North,Food & Grocery,Organic Tea,1,400.0,5,380.0,Credit Card,2023,2,Feb,1,Monday,209.0,171.0,45.0,380.0
ORD102264,2023-02-13,CUST04585,35.0,Male,West,Toys,Action Figure,1,920.0,10,828.0,UPI,2023,2,Feb,1,Monday,430.56,397.44,48.0,828.0
ORD102265,2023-02-13,CUST06417,41.0,Male,North,Home & Garden,Kitchen Set,1,9100.0,0,9100.0,Credit Card,2023,2,Feb,1,Monday,4550.0,4550.0,50.0,9100.0
ORD102266,2023-02-13,CUST03243,41.0,Female,North,Books,Fiction Novel,4,340.0,10,1224.0,Debit Card,2023,2,Feb,1,Monday,428.4,795.6,65.0,1224.0
ORD102267,2023-02-13,CUST06081,30.0,Male,North,Electronics,Headphones,1,5060.0,10,4554.0,Credit Card,2023,2,Feb,1,Monday,2732.4,1821.6,40.0,4554.0
ORD102268,2023-02-13,CUST02885,21.0,Female,North,Sports,Tennis Racket,3,3870.0,0,11610.0,Credit Card,2023,2,Feb,1,Monday,5572.8,6037.2,52.0,11610.0
ORD102269,2023-02-14,CUST06026,26.0,Male,Central,Food & Grocery,Nuts & Dry Fruits,2,520.0,15,884.0,Credit Card,2023,2,Feb,1,Tuesday,486.2,397.8,45.0,884.0
ORD102270,2023-02-14,CUST05745,29.0,Female,East,Sports,Tennis Racket,2,3090.0,25,4635.0,Net Banking,2023,2,Feb,1,Tuesday,2224.8,2410.2,52.0,4635.0
ORD102271,2023-02-14,CUST04614,27.0,Male,East,Food & Grocery,Protein Bar,1,180.0,10,162.0,UPI,2023,2,Feb,1,Tuesday,89.1,72.9,45.0,162.0
ORD102272,2023-02-14,CUST06838,22.0,Female,West,Home & Garden,Curtains,3,3130.0,25,7042.5,Net Banking,2023,2,Feb,1,Tuesday,3521.25,3521.25,50.0,7042.5
ORD102273,2023-02-14,CUST07612,40.0,Male,Central,Food & Grocery,Energy Drink,2,140.0,0,280.0,EMI,2023,2,Feb,1,Tuesday,154.0,126.0,45.0,280.0
ORD102274,2023-02-14,CUST04589,18.0,Female,North,Sports,Dumbbell Set,1,6510.0,0,6510.0,UPI,2023,2,Feb,1,Tuesday,3124.8,3385.2,52.0,6510.0
ORD102275,2023-02-14,CUST06184,34.0,Female,West,Electronics,Tablet,1,34110.0,0,34110.0,EMI,2023,2,Feb,1,Tuesday,20466.0,13644.0,40.0,34110.0
ORD102276,2023-02-14,CUST07904,18.0,Female,South,Sports,Yoga Mat,1,1190.0,10,1071.0,Credit Card,2023,2,Feb,1,Tuesday,514.08,556.92,52.0,1071.0
ORD102277,2023-02-14,CUST04785,48.0,Female,South,Clothing,T-Shirt,2,880.0,10,1584.0,Credit Card,2023,2,Feb,1,Tuesday,712.8,871.2,55.0,1584.0
ORD102278,2023-02-14,CUST01897,27.0,Female,West,Electronics,Tablet,1,32140.0,0,32140.0,Debit Card,2023,2,Feb,1,Tuesday,19284.0,12856.0,40.0,32140.0
ORD102279,2023-02-14,CUST04575,26.0,Female,East,Toys,LEGO Set,1,3450.0,5,3277.5,Credit Card,2023,2,Feb,1,Tuesday,1704.3,1573.2,48.0,3277.5
ORD102280,2023-02-14,CUST02416,24.0,Male,Central,Clothing,Formal Shirt,1,1530.0,5,1453.5,Cash,2023,2,Feb,1,Tuesday,654.08,799.42,55.0,1453.5
ORD102281,2023-02-14,CUST05688,55.0,Female,West,Beauty,Sunscreen,1,370.0,25,277.5,UPI,2023,2,Feb,1,Tuesday,111.0,166.5,60.0,277.5
ORD102282,2023-02-14,CUST02871,50.0,Male,North,Clothing,T-Shirt,1,880.0,0,880.0,Net Banking,2023,2,Feb,1,Tuesday,396.0,484.0,55.0,880.0
ORD102283,2023-02-14,CUST06569,35.0,Male,East,Electronics,Laptop,2,83310.0,0,166620.0,Credit Card,2023,2,Feb,1,Tuesday,99972.0,66648.0,40.0,166620.0
ORD102284,2023-02-14,CUST03383,28.0,Male,West,Food & Grocery,Energy Drink,1,130.0,10,117.0,UPI,2023,2,Feb,1,Tuesday,64.35,52.65,45.0,117.0
ORD102285,2023-02-14,CUST06986,59.0,Male,South,Clothing,Jacket,2,3050.0,0,6100.0,Credit Card,2023,2,Feb,1,Tuesday,2745.0,3355.0,55.0,6100.0
ORD102286,2023-02-14,CUST04642,40.0,Other,North,Books,Biography,1,450.0,10,405.0,UPI,2023,2,Feb,1,Tuesday,141.75,263.25,65.0,405.0
ORD102287,2023-02-14,CUST05827,31.0,Other,East,Books,Cookbook,2,520.0,10,936.0,Net Banking,2023,2,Feb,1,Tuesday,327.6,608.4,65.0,936.0
ORD102288,2023-02-14,CUST06362,28.0,Male,North,Sports,Dumbbell Set,1,6020.0,25,4515.0,Debit Card,2023,2,Feb,1,Tuesday,2167.2,2347.8,52.0,4515.0
ORD102289,2023-02-14,CUST05748,44.0,Female,South,Food & Grocery,Olive Oil,1,460.0,20,368.0,Debit Card,2023,2,Feb,1,Tuesday,202.4,165.6,45.0,368.0
ORD102290,2023-02-14,CUST01261,32.0,Female,West,Books,Fiction Novel,2,340.0,15,578.0,UPI,2023,2,Feb,1,Tuesday,202.3,375.7,65.0,578.0
ORD102291,2023-02-14,CUST06528,18.0,Unknown,East,Home & Garden,Plant Pot,2,800.0,5,1520.0,UPI,2023,2,Feb,1,Tuesday,760.0,760.0,50.0,1520.0
ORD102292,2023-02-14,CUST02470,37.0,Male,East,Toys,Board Game,1,1320.0,20,1056.0,UPI,2023,2,Feb,1,Tuesday,549.12,506.88,48.0,1056.0
ORD102293,2023-02-14,CUST02210,37.0,Female,East,Electronics,Camera,1,34440.0,15,29274.0,Credit Card,2023,2,Feb,1,Tuesday,17564.4,11709.6,40.0,29274.0
ORD102294,2023-02-14,CUST05838,35.0,Female,South,Sports,Cycling Gear,1,8050.0,5,7647.5,UPI,2023,2,Feb,1,Tuesday,3670.8,3976.7,52.0,7647.5
ORD102295,2023-02-14,CUST04673,41.0,Female,East,Food & Grocery,Energy Drink,2,140.0,10,252.0,Credit Card,2023,2,Feb,1,Tuesday,138.6,113.4,45.0,252.0
ORD102296,2023-02-14,CUST01941,31.0,Male,West,Books,Fiction Novel,1,310.0,5,294.5,Credit Card,2023,2,Feb,1,Tuesday,103.07,191.43,65.0,294.5
ORD102297,2023-02-14,CUST03293,35.0,Male,East,Toys,Puzzle,1,530.0,0,530.0,Debit Card,2023,2,Feb,1,Tuesday,275.6,254.4,48.0,530.0
ORD102298,2023-02-14,CUST06006,34.0,Female,West,Books,Science Textbook,1,950.0,5,902.5,Credit Card,2023,2,Feb,1,Tuesday,315.88,586.62,65.0,902.5
ORD102299,2023-02-14,CUST06461,18.0,Female,West,Toys,Puzzle,1,520.0,15,442.0,Credit Card,2023,2,Feb,1,Tuesday,229.84,212.16,48.0,442.0
ORD102300,2023-02-14,CUST07185,43.0,Male,East,Food & Grocery,Energy Drink,1,140.0,0,140.0,Credit Card,2023,2,Feb,1,Tuesday,77.0,63.0,45.0,140.0
ORD102301,2023-02-14,CUST05752,41.0,Male,Central,Clothing,Jeans,1,2050.0,10,1845.0,Debit Card,2023,2,Feb,1,Tuesday,830.25,1014.75,55.0,1845.0
ORD102302,2023-02-14,CUST05478,46.0,Male,East,Electronics,Camera,1,37650.0,10,33885.0,Credit Card,2023,2,Feb,1,Tuesday,20331.0,13554.0,40.0,33885.0
ORD102303,2023-02-14,CUST06142,22.0,Male,Central,Home & Garden,Curtains,1,3180.0,20,2544.0,Debit Card,2023,2,Feb,1,Tuesday,1272.0,1272.0,50.0,2544.0
ORD102304,2023-02-14,CUST05005,29.0,Male,Central,Beauty,Hair Serum,2,610.0,15,1037.0,Net Banking,2023,2,Feb,1,Tuesday,414.8,622.2,60.0,1037.0
ORD102305,2023-02-14,CUST06537,48.0,Female,South,Clothing,Sneakers,1,3640.0,5,3458.0,Cash,2023,2,Feb,1,Tuesday,1556.1,1901.9,55.0,3458.0
ORD102306,2023-02-14,CUST02757,28.0,Male,North,Electronics,Tablet,1,33330.0,10,29997.0,UPI,2023,2,Feb,1,Tuesday,17998.2,11998.8,40.0,29997.0
ORD102307,2023-02-14,CUST03624,56.0,Male,South,Clothing,Dress,1,2070.0,20,1656.0,EMI,2023,2,Feb,1,Tuesday,745.2,910.8,55.0,1656.0
ORD102308,2023-02-14,CUST04432,18.0,Male,East,Food & Grocery,Protein Bar,1,190.0,0,190.0,UPI,2023,2,Feb,1,Tuesday,104.5,85.5,45.0,190.0
ORD102309,2023-02-14,CUST01847,28.0,Female,Central,Beauty,Sunscreen,4,390.0,5,1482.0,Credit Card,2023,2,Feb,1,Tuesday,592.8,889.2,60.0,1482.0
ORD102310,2023-02-14,CUST04288,29.0,Male,North,Home & Garden,Kitchen Set,1,8080.0,0,8080.0,UPI,2023,2,Feb,1,Tuesday,4040.0,4040.0,50.0,8080.0
ORD102311,2023-02-14,CUST05719,44.0,Female,Central,Electronics,Headphones,1,5280.0,5,5016.0,UPI,2023,2,Feb,1,Tuesday,3009.6,2006.4,40.0,5016.0
ORD102312,2023-02-14,CUST02005,54.0,Male,Central,Clothing,Sneakers,1,4250.0,0,4250.0,Net Banking,2023,2,Feb,1,Tuesday,1912.5,2337.5,55.0,4250.0
ORD102313,2023-02-14,CUST03809,38.0,Male,East,Electronics,Smartwatch,3,11280.0,20,27072.0,UPI,2023,2,Feb,1,Tuesday,16243.2,10828.8,40.0,27072.0
ORD102314,2023-02-14,CUST02110,18.0,Female,North,Electronics,Smartphone,1,45210.0,30,31647.0,UPI,2023,2,Feb,1,Tuesday,18988.2,12658.8,40.0,31647.0
ORD102315,2023-02-14,CUST01289,34.0,Female,West,Food & Grocery,Organic Tea,1,420.0,10,378.0,Debit Card,2023,2,Feb,1,Tuesday,207.9,170.1,45.0,378.0
ORD102316,2023-02-14,CUST06576,36.0,Unknown,South,Food & Grocery,Nuts & Dry Fruits,5,640.0,10,2880.0,Credit Card,2023,2,Feb,1,Tuesday,1584.0,1296.0,45.0,2880.0
ORD102317,2023-02-14,CUST01911,39.0,Male,South,Electronics,Smartphone,1,41020.0,25,30765.0,UPI,2023,2,Feb,1,Tuesday,18459.0,12306.0,40.0,30765.0
ORD102318,2023-02-14,CUST02380,34.0,Male,North,Electronics,Camera,1,42120.0,5,40014.0,Cash,2023,2,Feb,1,Tuesday,24008.4,16005.6,40.0,40014.0
ORD102319,2023-02-14,CUST07065,50.0,Male,Central,Clothing,Formal Shirt,4,1660.0,10,5976.0,Credit Card,2023,2,Feb,1,Tuesday,2689.2,3286.8,55.0,5976.0
ORD102320,2023-02-14,CUST02647,24.0,Male,Central,Home & Garden,Kitchen Set,1,8230.0,15,6995.5,Credit Card,2023,2,Feb,1,Tuesday,3497.75,3497.75,50.0,6995.5
ORD102321,2023-02-14,CUST05036,22.0,Female,South,Clothing,Formal Shirt,1,1560.0,10,1404.0,Debit Card,2023,2,Feb,1,Tuesday,631.8,772.2,55.0,1404.0
ORD102322,2023-02-14,CUST04824,27.0,Female,North,Clothing,T-Shirt,1,740.0,0,740.0,Net Banking,2023,2,Feb,1,Tuesday,333.0,407.0,55.0,740.0
ORD102323,2023-02-15,CUST05009,66.0,Female,East,Clothing,Formal Shirt,1,1480.0,15,1258.0,UPI,2023,2,Feb,1,Wednesday,566.1,691.9,55.0,1258.0
ORD102324,2023-02-15,CUST07589,32.0,Female,North,Beauty,Face Cream,1,790.0,0,790.0,UPI,2023,2,Feb,1,Wednesday,316.0,474.0,60.0,790.0
ORD102325,2023-02-15,CUST02291,48.0,Male,East,Beauty,Sunscreen,1,360.0,15,306.0,Net Banking,2023,2,Feb,1,Wednesday,122.4,183.6,60.0,306.0
ORD102326,2023-02-15,CUST04012,48.0,Female,West,Books,Cookbook,1,460.0,25,345.0,Credit Card,2023,2,Feb,1,Wednesday,120.75,224.25,65.0,345.0
ORD102327,2023-02-15,CUST02622,18.0,Male,South,Home & Garden,Lamp,1,1970.0,10,1773.0,EMI,2023,2,Feb,1,Wednesday,886.5,886.5,50.0,1773.0
ORD102328,2023-02-15,CUST05679,34.0,Male,East,Food & Grocery,Energy Drink,1,160.0,0,160.0,EMI,2023,2,Feb,1,Wednesday,88.0,72.0,45.0,160.0
ORD102329,2023-02-15,CUST05074,48.0,Female,East,Food & Grocery,Energy Drink,2,170.0,25,255.0,Net Banking,2023,2,Feb,1,Wednesday,140.25,114.75,45.0,255.0
